"Time","Salon","2ème étage","Chambre 3","Chambre 2"
2021-01-15 21:30:00,884,832,1222,1287
2021-01-15 22:00:00,906,775,1275,1388
2021-01-15 22:30:00,862,832,1325,1471
2021-01-15 23:00:00,788,869,1379,1536
2021-01-15 23:30:00,729,840,1429,1619
2021-01-16 00:00:00,691,804,1472,1652
2021-01-16 00:30:00,633,773,1512,1679
2021-01-16 01:00:00,588,743,1557,1726
2021-01-16 01:30:00,570,711,1582,1774
2021-01-16 02:00:00,548,683,1598,1792
2021-01-16 02:30:00,521,658,1634,1824
2021-01-16 03:00:00,527,646,1652,1835
2021-01-16 03:30:00,517,632,1676,1841
2021-01-16 04:00:00,510,609,1705,1841
2021-01-16 04:30:00,517,605,1710,1852
2021-01-16 05:00:00,513,616,1719,1866
2021-01-16 05:30:00,490,613,1722,1890
2021-01-16 06:00:00,493,619,1750,1890
2021-01-16 06:30:00,518,654,1754,1671
2021-01-16 07:00:00,499,641,1774,1594
2021-01-16 07:30:00,502,633,1800,1644
2021-01-16 08:00:00,521,650,1673,1544
2021-01-16 08:30:00,750,785,1213,1198
2021-01-16 09:00:00,885,705,922,850
2021-01-16 09:30:00,826,498,537,518
2021-01-16 10:00:00,837,522,660,814
2021-01-16 10:30:00,847,588,737,768
2021-01-16 11:00:00,857,627,738,721
2021-01-16 11:30:00,856,701,750,714
2021-01-16 12:00:00,852,637,739,699
2021-01-16 12:30:00,887,629,757,736
2021-01-16 13:00:00,851,734,851,927
2021-01-16 13:30:00,823,801,950,919
2021-01-16 14:00:00,807,817,1043,897
2021-01-16 14:30:00,884,826,1114,977
2021-01-16 15:00:00,945,882,1194,919
2021-01-16 15:30:00,976,891,1178,901
2021-01-16 16:00:00,870,879,1007,895
2021-01-16 16:30:00,791,818,823,838
2021-01-16 17:00:00,787,753,771,771
2021-01-16 17:30:00,910,714,823,733
2021-01-16 18:00:00,918,739,880,908
2021-01-16 18:30:00,964,919,925,1012
2021-01-16 19:00:00,988,1008,943,1004
2021-01-16 19:30:00,1046,895,923,936

